,hotel,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival,lodgings
141,Resort Hotel,Yes,19,1,3,2,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,Transient,139,0,0,Canceled,07/07/2018,23/07/2018,4
142,Resort Hotel,Yes,72,2,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,145,0,0,Canceled,04/07/2018,23/07/2018,6
143,Resort Hotel,Yes,19,1,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,173,0,0,Canceled,06/07/2018,23/07/2018,4
144,Resort Hotel,Yes,36,0,1,2,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,112.5,0,0,Canceled,22/07/2018,24/07/2018,1
145,Resort Hotel,Yes,22,0,2,2,2,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,233,0,2,Canceled,14/07/2018,24/07/2018,2
146,Resort Hotel,Yes,67,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,135,0,1,Canceled,06/07/2018,24/07/2018,2
147,Resort Hotel,Yes,105,0,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6,0,Transient,132.5,0,0,Canceled,01/07/2018,24/07/2018,2
148,Resort Hotel,Yes,67,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,135,0,1,Canceled,06/07/2018,24/07/2018,2
149,Resort Hotel,Yes,45,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,127,0,0,Canceled,17/06/2018,24/07/2018,3
150,Resort Hotel,Yes,45,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,135,0,0,Canceled,18/06/2018,24/07/2018,4
151,Resort Hotel,Yes,53,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,161.25,0,0,Canceled,08/06/2018,24/07/2018,4
152,Resort Hotel,Yes,43,2,5,2,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,0,Transient,159.2,0,1,Canceled,14/07/2018,24/07/2018,7
153,Resort Hotel,Yes,109,2,5,2,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,163.29,0,2,Canceled,22/04/2018,24/07/2018,7
154,Resort Hotel,Yes,62,2,6,2,2,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,210,0,0,Canceled,25/05/2018,24/07/2018,8
155,Resort Hotel,Yes,42,3,7,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,95,0,Transient,107,0,0,Canceled,26/06/2018,24/07/2018,10
156,Resort Hotel,Yes,312,4,10,3,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,0,Contract,121.98,0,1,Canceled,21/07/2018,24/07/2018,14
157,Resort Hotel,Yes,39,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,0,Canceled,11/07/2018,25/07/2018,1
158,Resort Hotel,Yes,12,1,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,153,0,2,Canceled,14/07/2018,25/07/2018,2
159,Resort Hotel,Yes,16,1,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,Transient,153,0,1,Canceled,10/07/2018,25/07/2018,2
160,Resort Hotel,Yes,16,1,1,2,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,134,0,0,Canceled,23/07/2018,25/07/2018,2
161,Resort Hotel,Yes,54,2,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,134,0,0,Canceled,26/06/2018,25/07/2018,5
162,Resort Hotel,Yes,87,2,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,134,0,3,Canceled,02/06/2018,25/07/2018,6
163,Resort Hotel,Yes,29,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,120.6,0,1,Canceled,27/06/2018,25/07/2018,7
164,Resort Hotel,Yes,96,2,5,2,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,166,0,1,Canceled,12/05/2018,25/07/2018,7
165,Resort Hotel,Yes,100,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,134,0,0,Canceled,17/04/2018,25/07/2018,7
166,Resort Hotel,Yes,25,2,6,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,Transient,131.63,0,0,Canceled,03/07/2018,25/07/2018,8
167,Resort Hotel,Yes,31,3,6,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,1,Canceled,29/06/2018,25/07/2018,9
168,Resort Hotel,Yes,107,3,6,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,125,0,2,Canceled,15/04/2018,25/07/2018,9
169,Resort Hotel,Yes,31,3,6,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,154,0,1,Canceled,29/06/2018,25/07/2018,9
170,Resort Hotel,Yes,85,4,10,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Contract,107,0,0,Canceled,03/07/2018,25/07/2018,14
171,Resort Hotel,Yes,299,2,5,2,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,149,0,1,Canceled,25/03/2018,25/07/2018,7
172,Resort Hotel,Yes,50,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,164,0,0,Canceled,08/06/2018,25/07/2018,7
173,Resort Hotel,Yes,88,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,154,0,1,Canceled,15/05/2018,26/07/2018,4
174,Resort Hotel,Yes,116,2,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,1,Canceled,18/06/2018,26/07/2018,5
175,Resort Hotel,Yes,54,2,4,2,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,Transient,95.02,0,2,Canceled,03/06/2018,26/07/2018,6
176,Resort Hotel,Yes,33,2,4,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,5,0,Transient,132.5,0,0,Canceled,25/06/2018,26/07/2018,6
177,Resort Hotel,Yes,54,2,4,2,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,Transient,95.02,0,2,Canceled,03/06/2018,26/07/2018,6
178,Resort Hotel,Yes,33,2,4,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,5,0,Transient,132.5,0,0,Canceled,25/06/2018,26/07/2018,6
179,Resort Hotel,Yes,39,3,5,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,0,Transient,133,0,1,Canceled,17/06/2018,26/07/2018,8
180,Resort Hotel,Yes,39,3,5,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,0,Transient,133,0,1,Canceled,17/06/2018,26/07/2018,8
181,Resort Hotel,Yes,48,1,1,2,2,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,210,0,1,Canceled,03/07/2018,27/07/2018,2
182,Resort Hotel,Yes,48,1,1,2,2,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,195,0,1,Canceled,03/07/2018,27/07/2018,2
183,Resort Hotel,Yes,48,1,1,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,124.2,0,1,Canceled,15/06/2018,27/07/2018,2
184,Resort Hotel,Yes,48,1,1,2,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,167,0,1,Canceled,15/06/2018,27/07/2018,2
185,Resort Hotel,Yes,41,1,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,0,Canceled,17/06/2018,27/07/2018,4
186,Resort Hotel,Yes,74,1,3,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,Transient,107,0,1,Canceled,29/06/2018,27/07/2018,4
187,Resort Hotel,Yes,87,1,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,134,0,2,Canceled,09/05/2018,27/07/2018,4
188,Resort Hotel,Yes,41,1,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,164,0,0,Canceled,17/06/2018,27/07/2018,4
189,Resort Hotel,Yes,33,1,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,134,0,0,Canceled,25/06/2018,27/07/2018,5
190,Resort Hotel,Yes,34,1,4,2,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,164,0,0,Canceled,06/07/2018,27/07/2018,5
191,Resort Hotel,Yes,298,1,5,3,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,0,Transient,183.45,0,1,Canceled,17/03/2018,27/07/2018,6
192,Resort Hotel,Yes,101,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,164,0,2,Canceled,13/05/2018,27/07/2018,7
193,Resort Hotel,Yes,101,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,219.43,0,2,Canceled,13/05/2018,27/07/2018,7
194,Resort Hotel,Yes,101,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,134,0,2,Canceled,13/05/2018,27/07/2018,7
195,Resort Hotel,Yes,101,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,164,0,2,Canceled,13/05/2018,27/07/2018,7
196,Resort Hotel,Yes,63,0,3,2,2,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,195,0,0,Canceled,07/07/2018,28/07/2018,3
197,Resort Hotel,Yes,11,0,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,173,0,0,Canceled,27/07/2018,28/07/2018,3
198,Resort Hotel,Yes,29,0,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,154,0,2,Canceled,16/07/2018,28/07/2018,5
199,Resort Hotel,Yes,70,2,6,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,0,Contract,115.5,0,0,Canceled,22/05/2018,28/07/2018,8
200,Resort Hotel,Yes,119,0,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,108.54,0,1,Canceled,04/04/2018,28/07/2018,4
201,Resort Hotel,Yes,29,1,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,165.4,0,1,Canceled,02/07/2018,28/07/2018,5
202,Resort Hotel,Yes,37,1,4,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,196,0,Transient,133,0,1,Canceled,27/07/2018,28/07/2018,5
203,Resort Hotel,Yes,40,1,4,3,0,HB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,14,0,Transient,240,0,0,Canceled,22/06/2018,28/07/2018,5
204,Resort Hotel,Yes,37,1,4,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,196,0,Transient,133,0,1,Canceled,27/07/2018,28/07/2018,5
205,Resort Hotel,Yes,71,1,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,134,0,0,Canceled,23/05/2018,28/07/2018,5
206,Resort Hotel,Yes,118,1,4,2,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,Transient,186,0,2,Canceled,10/07/2018,28/07/2018,5
207,Resort Hotel,Yes,54,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,0,Transient,141.65,0,0,Canceled,08/06/2018,28/07/2018,7
208,Resort Hotel,Yes,58,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,147,0,Transient,99.24,0,0,Canceled,05/06/2018,28/07/2018,7
209,Resort Hotel,Yes,105,2,5,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,0,Transient,90.95,0,0,Canceled,15/04/2018,28/07/2018,7
210,Resort Hotel,Yes,47,2,6,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,Transient,148.63,0,1,Canceled,17/06/2018,28/07/2018,8
211,Resort Hotel,Yes,15,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,Transient,173,0,3,Canceled,16/07/2018,30/07/2018,1
212,Resort Hotel,Yes,0,0,1,1,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14,0,Transient,114,0,0,Canceled,30/07/2018,30/07/2018,1
213,Resort Hotel,Yes,8,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240,0,Transient,153,0,1,Canceled,30/07/2018,30/07/2018,1
214,Resort Hotel,Yes,30,0,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,Transient,146.67,0,2,Canceled,06/07/2018,30/07/2018,3
215,Resort Hotel,Yes,31,0,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,0,Transient,154,0,2,Canceled,30/06/2018,30/07/2018,3
216,Resort Hotel,Yes,66,0,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,0,Canceled,11/06/2018,30/07/2018,3
217,Resort Hotel,Yes,30,0,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,Transient,146.67,0,2,Canceled,06/07/2018,30/07/2018,3
218,Resort Hotel,Yes,31,0,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,0,Transient,154,0,2,Canceled,30/06/2018,30/07/2018,3
219,Resort Hotel,Yes,62,1,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,154.5,0,0,Canceled,09/06/2018,30/07/2018,4
220,Resort Hotel,Yes,65,1,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,0,Canceled,11/06/2018,30/07/2018,4
221,Resort Hotel,Yes,64,2,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,137.8,0,0,Canceled,08/06/2018,30/07/2018,5
222,Resort Hotel,Yes,62,2,5,2,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,Transient,126.71,0,0,Canceled,24/06/2018,30/07/2018,7
223,Resort Hotel,Yes,25,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,153,0,2,Canceled,06/07/2018,31/07/2018,1
224,Resort Hotel,Yes,16,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,173,0,3,Canceled,16/07/2018,31/07/2018,1
225,Resort Hotel,Yes,16,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,173,0,3,Canceled,16/07/2018,31/07/2018,1
226,Resort Hotel,Yes,4,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,154.8,0,3,Canceled,31/07/2018,31/07/2018,2
227,Resort Hotel,Yes,25,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,153,0,0,Canceled,06/07/2018,31/07/2018,2
228,Resort Hotel,Yes,83,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,1,Canceled,16/06/2018,31/07/2018,2
229,Resort Hotel,Yes,56,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,0,Canceled,21/07/2018,31/07/2018,2
230,Resort Hotel,Yes,32,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,164,0,2,Canceled,13/07/2018,31/07/2018,2
231,Resort Hotel,Yes,18,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,149.7,0,1,Canceled,15/07/2018,31/07/2018,3
232,Resort Hotel,Yes,23,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,111.92,0,0,Canceled,14/07/2018,31/07/2018,3
233,Resort Hotel,Yes,39,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,1,Canceled,11/07/2018,31/07/2018,3
234,Resort Hotel,Yes,18,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,149.7,0,1,Canceled,15/07/2018,31/07/2018,3
235,Resort Hotel,Yes,18,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,173,0,3,Canceled,15/07/2018,31/07/2018,3
236,Resort Hotel,Yes,23,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,Transient,112,0,1,Canceled,14/07/2018,31/07/2018,3
237,Resort Hotel,Yes,136,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,172,0,0,Canceled,09/07/2018,31/07/2018,4
238,Resort Hotel,Yes,84,2,1,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,0,Transient-Party,118.06,0,0,Canceled,12/05/2018,01/08/2018,3
239,Resort Hotel,Yes,84,2,1,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,0,Transient-Party,118.06,0,0,Canceled,12/05/2018,01/08/2018,3
240,Resort Hotel,Yes,89,0,1,2,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,Transient,154,0,0,Canceled,04/05/2018,01/08/2018,1
241,Resort Hotel,Yes,10,0,1,2,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,14,0,Transient-Party,202,0,0,Canceled,29/07/2018,01/08/2018,1
242,Resort Hotel,Yes,80,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,134,0,2,Canceled,16/07/2018,01/08/2018,1
243,Resort Hotel,Yes,10,0,1,2,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,14,0,Transient-Party,202,0,0,Canceled,29/07/2018,01/08/2018,1
244,Resort Hotel,Yes,10,0,1,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,14,0,Transient-Party,252,0,0,Canceled,29/07/2018,01/08/2018,1
245,Resort Hotel,Yes,24,0,1,2,2,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,0,Transient,233,0,1,Canceled,16/07/2018,01/08/2018,1
246,Resort Hotel,Yes,9,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,Transient,211,0,2,Canceled,31/07/2018,01/08/2018,1
247,Resort Hotel,Yes,3,2,3,2,2,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250,0,Transient,237,0,1,Canceled,29/07/2018,01/08/2018,5
248,Resort Hotel,Yes,124,2,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,1,Canceled,06/06/2018,01/08/2018,6
249,Resort Hotel,Yes,74,2,5,2,2,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,0,Transient,177.14,0,0,Canceled,15/07/2018,01/08/2018,7
250,Resort Hotel,Yes,82,2,5,2,2,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,222.14,0,0,Canceled,11/06/2018,01/08/2018,7
251,Resort Hotel,Yes,91,2,5,2,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,0,Transient,127.82,0,2,Canceled,22/05/2018,01/08/2018,7
252,Resort Hotel,Yes,77,2,5,2,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,194.14,0,0,Canceled,19/05/2018,01/08/2018,7
253,Resort Hotel,Yes,130,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,2,Canceled,19/05/2018,01/08/2018,7
254,Resort Hotel,Yes,91,2,5,2,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,0,Transient,144.53,0,3,Canceled,06/06/2018,01/08/2018,7
255,Resort Hotel,Yes,130,2,6,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149,0,Transient,96.3,0,0,Canceled,22/05/2018,01/08/2018,8
256,Resort Hotel,Yes,53,3,6,2,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,210.78,0,0,Canceled,16/06/2018,01/08/2018,9
257,Resort Hotel,Yes,80,4,6,2,2,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,0,Transient,169,0,1,Canceled,21/07/2018,01/08/2018,10
258,Resort Hotel,Yes,77,4,6,2,1,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,174.7,0,3,Canceled,22/07/2018,01/08/2018,10
259,Resort Hotel,Yes,57,4,10,2,2,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,241,0,Transient,135.53,0,0,Canceled,07/07/2018,01/08/2018,14
260,Resort Hotel,Yes,25,1,0,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,144,0,2,Canceled,08/07/2018,02/08/2018,1
261,Resort Hotel,Yes,2,2,0,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,Transient,162.5,0,1,Canceled,01/08/2018,02/08/2018,2
262,Resort Hotel,Yes,36,2,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,209.6,0,2,Canceled,29/06/2018,02/08/2018,5
263,Resort Hotel,Yes,36,2,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,209.6,0,2,Canceled,29/06/2018,02/08/2018,5
264,Resort Hotel,Yes,327,4,10,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,Contract,104.55,0,0,Canceled,23/04/2018,02/08/2018,14
265,Resort Hotel,Yes,47,1,1,2,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,205,0,0,Canceled,17/06/2018,03/08/2018,2
266,Resort Hotel,Yes,81,1,3,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,0,Contract,123,0,0,Canceled,18/07/2018,03/08/2018,4
267,Resort Hotel,Yes,52,1,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,173,0,0,Canceled,13/07/2018,03/08/2018,5
268,Resort Hotel,Yes,13,1,4,2,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,1,No Deposit,142,0,Contract,220.55,0,0,Canceled,24/07/2018,03/08/2018,5
269,Resort Hotel,Yes,131,2,5,2,1,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177,0,Transient,119.7,0,1,Canceled,28/03/2018,03/08/2018,7
270,Resort Hotel,Yes,82,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,0,Canceled,06/07/2018,03/08/2018,7
271,Resort Hotel,Yes,61,2,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,153,0,0,Canceled,23/07/2018,03/08/2018,7
272,Resort Hotel,Yes,36,0,3,1,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,221,0,0,Canceled,29/07/2018,04/08/2018,3
273,Resort Hotel,Yes,61,0,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,153,0,0,Canceled,06/07/2018,04/08/2018,3
274,Resort Hotel,Yes,15,0,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,211,0,1,Canceled,21/07/2018,04/08/2018,4
275,Resort Hotel,Yes,13,1,5,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,211,0,1,Canceled,25/07/2018,04/08/2018,6
276,Resort Hotel,Yes,0,0,1,2,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,14,0,Transient,172,0,1,Canceled,05/08/2018,05/08/2018,1
277,Resort Hotel,Yes,114,0,3,2,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,149.4,0,0,Canceled,04/07/2018,05/08/2018,3
278,Resort Hotel,Yes,111,0,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,Transient,154,0,1,Canceled,15/06/2018,05/08/2018,4
279,Resort Hotel,Yes,57,1,4,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,183,0,0,Canceled,23/07/2018,05/08/2018,5
280,Resort Hotel,Yes,16,1,4,2,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,242.6,0,1,Canceled,22/07/2018,05/08/2018,5
281,Resort Hotel,Yes,117,2,6,2,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,166,0,0,Canceled,22/04/2018,05/08/2018,8
282,Resort Hotel,Yes,69,0,1,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,146,0,Transient,112,0,0,Canceled,05/06/2018,06/08/2018,1
283,Resort Hotel,Yes,118,0,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,0,Canceled,20/05/2018,06/08/2018,3
